"COLUMN_NAME","DATA_TYPE","NULLABLE","DATA_DEFAULT","COLUMN_ID","COMMENTS","INSERTABLE","UPDATABLE","DELETABLE"
"EPS_HO_EXEC_TIMER_IN_FAIL","NUMBER","Yes","",147,"","YES","YES","YES"
"EPS_HO_EXEC_TIMER_FAIL","NUMBER","Yes","",148,"","YES","YES","YES"
"EPS_HO_BEARER_MOD_FAIL","NUMBER","Yes","",149,"","YES","YES","YES"
"EPS_HO_CANCELLATION_FAIL","NUMBER","Yes","",150,"","YES","YES","YES"
"EPS_HO_REL_CANCELLED_FAIL","NUMBER","Yes","",151,"","YES","YES","YES"
"EPS_HO_COLLISION_PROC_FAIL","NUMBER","Yes","",152,"","YES","YES","YES"
"EPS_HO_UNSPECIFIED_PROC_FAIL","NUMBER","Yes","",153,"","YES","YES","YES"
"EPS_IS_S3RAU_OUT_ATTEMPT","NUMBER","Yes","",154,"","YES","YES","YES"
"EPS_IS_S3RAU_OUT_FAIL","NUMBER","Yes","",155,"","YES","YES","YES"
"EPS_S3TAU_WO_SGW_CHG_SUCC","NUMBER","Yes","",156,"","YES","YES","YES"
"EPS_S3TAU_SGW_CHG_SUCC","NUMBER","Yes","",157,"","YES","YES","YES"
"EPS_S3TAU_FAIL","NUMBER","Yes","",158,"","YES","YES","YES"
"S10_S3_ID_REQ_PROC_ATTEMPT","NUMBER","Yes","",159,"","YES","YES","YES"
"S10_S3_ID_REQ_PROC_FAIL","NUMBER","Yes","",160,"","YES","YES","YES"
"S10_S3_ID_RES_PROC_ATTEMPT","NUMBER","Yes","",161,"","YES","YES","YES"
"S10_S3_ID_RES_PROC_FAIL","NUMBER","Yes","",162,"","YES","YES","YES"
"EPS_INTER_SYSTEM_S3HO_OUT_SUCC","NUMBER","Yes","",163,"","YES","YES","YES"
"EPS_INTER_SYSTEM_S3HO_OUT_FAIL","NUMBER","Yes","",164,"","YES","YES","YES"
"EPS_HO_SGSN_SELECTION_FAIL","NUMBER","Yes","",165,"","YES","YES","YES"
"EPS_X2HO_BEARER_MOD_FAIL","NUMBER","Yes","",166,"","YES","YES","YES"
"EPS_X2HO_SESSION_CRE_FAIL","NUMBER","Yes","",167,"","YES","YES","YES"
"EPS_X2HO_COLLISION_PROC_FAIL","NUMBER","Yes","",168,"","YES","YES","YES"
"EPS_X2HO_UNSPECIFIED_PROC_FAIL","NUMBER","Yes","",169,"","YES","YES","YES"
"FINS_ID","NUMBER","No","",1,"","YES","YES","YES"
"MCC_ID","VARCHAR2(255)","No","",2,"","YES","YES","YES"
